id;usuario;recurso;data_acesso;url_foto;resultado;dist_1;dist_2;onde_achou;acao_bases;tempo_processamento;url_doc;cpf;tempo_antispoof;tempo_verifica;tempo_upload;p_detecta_celular_dtree
12799;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/867554CIQKSD.jpg;ANTISPOOF;;;;;679.9693108;NULL;NULL;NULL;NULL;NULL;NULL
12798;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/ISP83F1ZZS0E.jpg;ANTISPOOF;;;;;729.0813923;NULL;NULL;NULL;NULL;NULL;NULL
12797;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/AMCJYJDZRVUH.jpg;ANTISPOOF;;;;;868.2470322;NULL;NULL;NULL;NULL;NULL;NULL
12796;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/PKN76WS95Y26.jpg;ANTISPOOF;;;;;902.2667408;NULL;NULL;NULL;NULL;NULL;NULL
12795;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/XM5G055AJEVF.jpg;ANTISPOOF;;;;;759.553194;NULL;NULL;NULL;NULL;NULL;NULL
12794;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/ZM8KON7OZIAP.jpg;ANTISPOOF;;;;;707.0896626;NULL;NULL;NULL;NULL;NULL;NULL
12793;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/SJJQ45AKXB6O.jpg;ANTISPOOF;;;;;662.115097;NULL;NULL;NULL;NULL;NULL;NULL
12792;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/MOTDEZPHQDXW.jpg;ANTISPOOF;;;;;718.6517715;NULL;NULL;NULL;NULL;NULL;NULL
12791;adm;cadastro;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/ca_adm/A6EINE8PEPQA.jpg;NULL;NULL;NULL;NULL;NULL;2400.522709;NULL;NULL;NULL;NULL;NULL;NULL
12790;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/DQ7TOTJARH1S.jpg;ANTISPOOF;;;;;649.7993469;NULL;NULL;NULL;NULL;NULL;NULL
12789;adm;cadastro;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/ca_adm/ZROVBJCOVD9N.jpg;NULL;NULL;NULL;NULL;NULL;2686.182022;NULL;NULL;NULL;NULL;NULL;NULL
12788;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/6MUVQERX4TE4.jpg;NÃ£o Localizado;0.525597203;0.563125098;;nada_a_fazer;629.0533543;NULL;NULL;NULL;NULL;NULL;NULL
12787;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/GP8Q8F0H9X4N.jpg;ANTISPOOF;;;;;713.0510807;NULL;NULL;NULL;NULL;NULL;NULL
12786;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/WTHHGQX9ZV6W.jpg;ANTISPOOF;;;;;858.509779;NULL;NULL;NULL;NULL;NULL;NULL
12785;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/ABWY6VQ4FP4X.jpg;ANTISPOOF;;;;;773.6051083;NULL;NULL;NULL;NULL;NULL;NULL
12784;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/QKFTADTSHMCV.jpg;ANTISPOOF;;;;;1020.21265;NULL;NULL;NULL;NULL;NULL;NULL
12783;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/UBDFFBJ6PX14.jpg;ANTISPOOF;;;;;933.0368042;NULL;NULL;NULL;NULL;NULL;NULL
12782;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/1F1MIB9XMKBT.jpg;ANTISPOOF;;;;;695.6162453;NULL;NULL;NULL;NULL;NULL;NULL
12781;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/Y5KC9E5LOYWF.jpg;ANTISPOOF;;;;;729.5773029;NULL;NULL;NULL;NULL;NULL;NULL
12780;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/4DYJRDUGOCRZ.jpg;ANTISPOOF;;;;;717.9758549;NULL;NULL;NULL;NULL;NULL;NULL
12779;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/QNDH2ZLG013X.jpg;ANTISPOOF;;;;;681.0820103;NULL;NULL;NULL;NULL;NULL;NULL
12778;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/3QQ1U8NSMSFB.jpg;ANTISPOOF;;;;;1361.343622;NULL;NULL;NULL;NULL;NULL;NULL
12777;adm;cadastro;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/ca_adm/IPUOBFPU4P13.jpg;NULL;NULL;NULL;NULL;NULL;2859.078169;NULL;NULL;NULL;NULL;NULL;NULL
12776;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/KK7Y0ES0QLI5.jpg;ANTISPOOF;;;;;669.7745323;NULL;NULL;NULL;NULL;NULL;NULL
12775;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/P9J2J3JVEXNR.jpg;ANTISPOOF;;;;;658.2581997;NULL;NULL;NULL;NULL;NULL;NULL
12774;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/Z6F9BLPNRNI4.jpg;ANTISPOOF;;;;;726.4056206;NULL;NULL;NULL;NULL;NULL;NULL
12773;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/TRF8ETF58HXS.jpg;ANTISPOOF;;;;;718.2700634;NULL;NULL;NULL;NULL;NULL;NULL
12772;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/BYV77QDG5U1G.jpg;ANTISPOOF;;;;;676.8600941;NULL;NULL;NULL;NULL;NULL;NULL
12771;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/KTME4QVQ37OQ.jpg;NÃ£o Localizado;0.502601995;0.517268945;;nada_a_fazer;644.3805695;NULL;NULL;NULL;NULL;NULL;NULL
12770;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/KW0DJNMUN9UO.jpg;ANTISPOOF;;;;;727.0004749;NULL;NULL;NULL;NULL;NULL;NULL
12769;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/S5FD2ZDF0GT5.jpg;NÃ£o Localizado;0.453035783;0.453035783;;nada_a_fazer;628.8089752;NULL;NULL;NULL;NULL;NULL;NULL
12768;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/VLV2N42QASKB.jpg;NÃ£o Localizado;0.22680341;0.22680341;;nada_a_fazer;701.426506;NULL;NULL;NULL;NULL;NULL;NULL
12767;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/TQFX3VBUZ4K3.jpg;ANTISPOOF;;;;;689.7597313;NULL;NULL;NULL;NULL;NULL;NULL
12766;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/6Y576I4IKIQW.jpg;ANTISPOOF;;;;;818.0134296;NULL;NULL;NULL;NULL;NULL;NULL
12765;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/PWXRBD2RHGTJ.jpg;ANTISPOOF;;;;;863.407135;NULL;NULL;NULL;NULL;NULL;NULL
12764;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/0JB98A1JRAOS.jpg;Felipe Correia Brito;0.189549472;0.189549472;base_1;nada_a_fazer;563.6863708;NULL;NULL;NULL;NULL;NULL;NULL
12763;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/9JISS0RS5R1L.jpg;NÃ£o Localizado;0.264953479;0.264953479;;nada_a_fazer;599.780798;NULL;NULL;NULL;NULL;NULL;NULL
12762;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/JEE9CPW622DE.jpg;NÃ£o Localizado;0.303934849;0.303934849;;nada_a_fazer;613.0867004;NULL;NULL;NULL;NULL;NULL;NULL
12761;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/KAUHQBC606VV.jpg;NÃ£o Localizado;0.226600972;0.226600972;;nada_a_fazer;584.0017796;NULL;NULL;NULL;NULL;NULL;NULL
12760;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/3ACMA7BWDR24.jpg;ANTISPOOF;;;;;826.7536163;NULL;NULL;NULL;NULL;NULL;NULL
12759;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/QZ9CGELKJUZA.jpg;ANTISPOOF;;;;;742.9940701;NULL;NULL;NULL;NULL;NULL;NULL
12758;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/03M5GCOR1S3N.jpg;Felipe Correia Brito;0.146815624;0.146815624;base_1;atualiza_foto;620.1448441;NULL;NULL;NULL;NULL;NULL;NULL
12757;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/KUY6A82JD272.jpg;NÃ£o Localizado;0.28785769;0.28785769;;nada_a_fazer;585.0670338;NULL;NULL;NULL;NULL;NULL;NULL
12756;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/TX3W2K8G8C0D.jpg;NÃ£o Localizado;0.277840463;0.277840463;;nada_a_fazer;571.1302757;NULL;NULL;NULL;NULL;NULL;NULL
12755;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/8OBLCWO9Y6ZH.jpg;NÃ£o Localizado;0.281720025;0.281720025;;nada_a_fazer;599.9245644;NULL;NULL;NULL;NULL;NULL;NULL
12754;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/9EASA4SJV7PM.jpg;NÃ£o Localizado;0.24474994;0.24474994;;nada_a_fazer;557.2729111;NULL;NULL;NULL;NULL;NULL;NULL
12753;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/CIJP1YS119L4.jpg;NÃ£o Localizado;0.258540057;0.258540057;;nada_a_fazer;645.4768181;NULL;NULL;NULL;NULL;NULL;NULL
12752;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/ERLHLV531542.jpg;NÃ£o Localizado;0.282209994;0.282209994;;nada_a_fazer;626.6095638;NULL;NULL;NULL;NULL;NULL;NULL
12751;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/L1PHHCHEKBKJ.jpg;ANTISPOOF;;;;;689.8524761;NULL;NULL;NULL;NULL;NULL;NULL
12750;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/BF5J0IUAX1SV.jpg;NÃ£o Localizado;0.277221581;0.277221581;;nada_a_fazer;609.5089912;NULL;NULL;NULL;NULL;NULL;NULL
12749;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/TFPGEVLGSO1G.jpg;ANTISPOOF;;;;;681.6306114;NULL;NULL;NULL;NULL;NULL;NULL
12748;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/XXBIH82LIBEC.jpg;ANTISPOOF;;;;;713.0908966;NULL;NULL;NULL;NULL;NULL;NULL
12747;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/QHTP3LIFXL8T.jpg;NÃ£o Localizado;0.447548177;0.447548177;;nada_a_fazer;677.9103279;NULL;NULL;NULL;NULL;NULL;NULL
12746;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/WGOOIZ8FER14.jpg;NÃ£o Localizado;0.442036819;0.442036819;;nada_a_fazer;729.9649715;NULL;NULL;NULL;NULL;NULL;NULL
12745;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/IRJDH204Y16R.jpg;NÃ£o Localizado;0.476380195;0.476380195;;nada_a_fazer;742.8779602;NULL;NULL;NULL;NULL;NULL;NULL
12744;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/4IO89LB0N9R2.jpg;NÃ£o Localizado;0.482162578;0.482162578;;nada_a_fazer;631.4818859;NULL;NULL;NULL;NULL;NULL;NULL
12743;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/9HTX9AQLYLIU.jpg;Foto InvÃ¡lida;;;;nada_a_fazer;637.4895573;NULL;NULL;NULL;NULL;NULL;NULL
12742;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/W48MMKY77I1V.jpg;ANTISPOOF;;;;;669.0146923;NULL;NULL;NULL;NULL;NULL;NULL
12741;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/F1P80XXIAMYB.jpg;Foto InvÃ¡lida;;;;nada_a_fazer;642.7547932;NULL;NULL;NULL;NULL;NULL;NULL
12740;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/LTSFR7XMMWTB.jpg;Vinicius Santiago Ferreira ;0.19959735;0.19959735;base_1;nada_a_fazer;3.652794123;NULL;NULL;NULL;NULL;NULL;NULL
12739;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/ZCAAELKY3Y88.jpg;NÃ£o Localizado;0.610249004;0.610249004;;nada_a_fazer;632.8599453;NULL;NULL;NULL;NULL;NULL;NULL
12738;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/DHRWL82LXLGW.jpg;Vinicius Santiago Ferreira ;0.162192839;0.162192839;base_1;atualiza_foto;920.9451675;NULL;NULL;NULL;NULL;NULL;NULL
12737;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/OVE6J8TNJFEG.jpg;Vinicius Santiago Ferreira ;0.184486047;0.184486047;base_1;nada_a_fazer;917.7012444;NULL;NULL;NULL;NULL;NULL;NULL
12736;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/5HMZOOFYX8X6.jpg;Foto InvÃ¡lida;;;;nada_a_fazer;632.4594021;NULL;NULL;NULL;NULL;NULL;NULL
12735;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/1WSVS1GB63NV.jpg;Foto InvÃ¡lida;;;;nada_a_fazer;671.5502739;NULL;NULL;NULL;NULL;NULL;NULL
12734;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/LGLMID0DUS77.jpg;NÃ£o Localizado;0.437742335;0.437742335;;nada_a_fazer;701.3556957;NULL;NULL;NULL;NULL;NULL;NULL
12733;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/V2D816X1JJR7.jpg;NÃ£o Localizado;0.515095818;0.515095818;;nada_a_fazer;698.7893581;NULL;NULL;NULL;NULL;NULL;NULL
12732;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/XO7QLGWKBDF3.jpg;NÃ£o Localizado;0.396059652;0.396059652;;nada_a_fazer;653.380394;NULL;NULL;NULL;NULL;NULL;NULL
12731;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/BTIPLP59ODMF.jpg;ANTISPOOF;;;;;653.3823013;NULL;NULL;NULL;NULL;NULL;NULL
12730;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/X4623R4RY6OF.jpg;ANTISPOOF;;;;;731.333971;NULL;NULL;NULL;NULL;NULL;NULL
12729;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/AX0JT7R446PD.jpg;NÃ£o Localizado;0.474634338;0.474634338;;nada_a_fazer;685.2283478;NULL;NULL;NULL;NULL;NULL;NULL
12728;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/SY3VXELWCVHQ.jpg;ANTISPOOF;;;;;675.2047539;NULL;NULL;NULL;NULL;NULL;NULL
12727;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/4OOCZ12EYE8I.jpg;ANTISPOOF;;;;;702.4416924;NULL;NULL;NULL;NULL;NULL;NULL
12726;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/N3GJNOOFLEGU.jpg;ANTISPOOF;;;;;690.5035973;NULL;NULL;NULL;NULL;NULL;NULL
12725;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/K7M80I3EUR9K.jpg;ANTISPOOF;;;;;737.6344204;NULL;NULL;NULL;NULL;NULL;NULL
12724;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/4NR128ZZ5U45.jpg;ANTISPOOF;;;;;671.4806557;NULL;NULL;NULL;NULL;NULL;NULL
12723;loginPJ;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/EEPHA233VPRN.jpg;Vinicius Santiago Ferreira ;0.124964313;0.114328992;base_2;atualiza_foto;691.139698;NULL;NULL;NULL;NULL;NULL;NULL
12722;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/2UG5FT0H010Y.jpg;Foto InvÃ¡lida;;;;nada_a_fazer;666.5554047;NULL;NULL;NULL;NULL;NULL;NULL
12721;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/8K876XGR4W43.jpg;ANTISPOOF;;;;;674.5307446;NULL;NULL;NULL;NULL;NULL;NULL
12720;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/LNXN2ZXIUXJE.jpg;ANTISPOOF;;;;;756.9923401;NULL;NULL;NULL;NULL;NULL;NULL
12719;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/8WQA08IIS3JP.jpg;ANTISPOOF;;;;;630.1896572;NULL;NULL;NULL;NULL;NULL;NULL
12718;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/B6VJF1FWQLB4.jpg;ANTISPOOF;;;;;662.4157429;NULL;NULL;NULL;NULL;NULL;NULL
12717;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/KE4R6FT4B13L.jpg;NÃ£o Localizado;0.330297734;0.398299722;;nada_a_fazer;673.6447811;NULL;NULL;NULL;NULL;NULL;NULL
12716;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/H27ZVHCVQ4HL.jpg;ANTISPOOF;;;;;755.7532787;NULL;NULL;NULL;NULL;NULL;NULL
12715;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/TXPVE4AM9Z3W.jpg;Foto InvÃ¡lida;;;;nada_a_fazer;717.8263664;NULL;NULL;NULL;NULL;NULL;NULL
12714;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/2FDRU9QP73NV.jpg;Foto InvÃ¡lida;;;;nada_a_fazer;705.6565285;NULL;NULL;NULL;NULL;NULL;NULL
12713;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/MPQYP59CUICL.jpg;NÃ£o Localizado;0.781785299;0.781785299;;nada_a_fazer;682.0158958;NULL;NULL;NULL;NULL;NULL;NULL
12712;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/2FL85RR97T4C.jpg;NÃ£o Localizado;0.764930996;0.764930996;;nada_a_fazer;674.6325493;NULL;NULL;NULL;NULL;NULL;NULL
12711;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/DZJFBADIFPBY.jpg;ANTISPOOF;;;;;679.2459488;NULL;NULL;NULL;NULL;NULL;NULL
12710;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/3LISHQWRSWBU.jpg;NÃ£o Localizado;0.444447006;0.444447006;;nada_a_fazer;651.2219906;NULL;NULL;NULL;NULL;NULL;NULL
12709;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/8AJYWLYKMRHR.jpg;NÃ£o Localizado;0.52330569;0.52330569;;nada_a_fazer;715.0986195;NULL;NULL;NULL;NULL;NULL;NULL
12708;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/ALYY2K7BS5W8.jpg;Foto InvÃ¡lida;;;;nada_a_fazer;635.7421875;NULL;NULL;NULL;NULL;NULL;NULL
12707;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/6V2GMI2T5BOQ.jpg;NÃ£o Localizado;0.428815555;0.428815555;;nada_a_fazer;778.440237;NULL;NULL;NULL;NULL;NULL;NULL
12706;2air_provisorio;verifica;segunda-feira, 14 de outubro de 2019;https://s3-sa-east-1.amazonaws.com/machineair-api/verifica/ZZIYPU38ZBZ6.jpg;NÃ£o Localizado;0.427576205;0.427576205;;nada_a_fazer;717.3144817;NULL;NULL;NULL;NULL;NULL;NULL
